epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.18000000715255737,8.925076484680176,0.5072727203369141,0.7836363911628723,0.3928571343421936,7.758406162261963,0.6785714030265808,0.8214285969734192
1,0.36181819438934326,7.04488468170166,0.7400000095367432,0.9200000166893005,0.5714285969734192,5.940040588378906,1.0,1.0
2,0.48181816935539246,5.641993045806885,0.8490909337997437,0.9727272987365723,0.75,4.719285011291504,1.0,1.0
3,0.6363636255264282,4.536097526550293,0.9327272772789001,0.9927272796630859,0.7857142686843872,3.8507792949676514,1.0,1.0
4,0.7581818103790283,3.730801582336426,0.9872727394104004,1.0,0.6071428656578064,3.955188274383545,0.8928571343421936,1.0
5,0.8254545331001282,3.211080551147461,0.9800000190734863,1.0,0.7857142686843872,3.119961977005005,0.9642857313156128,0.9642857313156128
6,0.885454535484314,2.798001527786255,0.9981818199157715,0.9981818199157715,0.8214285969734192,2.719829797744751,0.9642857313156128,1.0
7,0.9200000166893005,2.4833786487579346,0.9909090995788574,0.9981818199157715,0.8571428656578064,2.5179686546325684,1.0,1.0
8,0.9200000166893005,2.264470338821411,0.9872727394104004,1.0,0.8571428656578064,2.22078537940979,1.0,1.0
9,0.9418181777000427,2.0251190662384033,0.996363639831543,0.9981818199157715,0.9285714030265808,1.9298652410507202,1.0,1.0
10,0.9436363577842712,1.887125849723816,0.996363639831543,0.9981818199157715,0.9285714030265808,1.868448257446289,1.0,1.0
11,0.9581817984580994,1.7137523889541626,1.0,1.0,0.8571428656578064,1.8665521144866943,0.9642857313156128,1.0
12,0.9618181586265564,1.639400839805603,1.0,1.0,0.8928571343421936,1.6449604034423828,1.0,1.0
13,0.9472727179527283,1.5988731384277344,0.9981818199157715,1.0,0.9642857313156128,1.5294901132583618,1.0,1.0
14,0.9763636589050293,1.4941428899765015,1.0,1.0,0.9642857313156128,1.4760185480117798,1.0,1.0
15,0.9563636183738708,1.4518052339553833,0.9945454597473145,1.0,0.8571428656578064,1.5415676832199097,1.0,1.0
16,0.9781818389892578,1.3299533128738403,1.0,1.0,0.8571428656578064,1.515831708908081,1.0,1.0
17,0.914545476436615,1.4487553834915161,0.9763636589050293,0.996363639831543,0.5714285969734192,2.244624376296997,0.7857142686843872,0.8928571343421936
18,0.9599999785423279,1.3704501390457153,0.996363639831543,1.0,0.9285714030265808,1.4682445526123047,0.9642857313156128,1.0
19,0.9690909385681152,1.2784318923950195,1.0,1.0,0.9285714030265808,1.4405577182769775,0.9285714030265808,1.0
20,0.9854545593261719,1.2013283967971802,0.996363639831543,1.0,0.8928571343421936,1.3985612392425537,0.9642857313156128,1.0
21,0.9800000190734863,1.1442124843597412,0.9981818199157715,0.9981818199157715,0.9285714030265808,1.2831971645355225,0.9642857313156128,1.0
22,0.9872727394104004,1.0779935121536255,1.0,1.0,0.8928571343421936,1.276700735092163,0.9642857313156128,1.0
23,0.996363639831543,1.009246587753296,1.0,1.0,0.9285714030265808,1.19686758518219,0.9642857313156128,1.0
24,0.9927272796630859,0.9694472551345825,1.0,1.0,0.9285714030265808,1.1100083589553833,0.9642857313156128,1.0
25,0.9945454597473145,0.9350776672363281,1.0,1.0,0.8571428656578064,1.2320276498794556,0.9642857313156128,0.9642857313156128
26,0.9836363792419434,0.9297537207603455,1.0,1.0,0.8214285969734192,1.3541358709335327,0.9642857313156128,0.9642857313156128
27,0.996363639831543,0.8758332133293152,1.0,1.0,0.8571428656578064,1.1716117858886719,1.0,1.0
28,0.9690909385681152,0.925914466381073,0.9945454597473145,1.0,0.8928571343421936,1.080572247505188,0.9285714030265808,0.9642857313156128
29,0.9727272987365723,0.953460693359375,0.9909090995788574,0.9927272796630859,0.8571428656578064,1.3933546543121338,0.9285714030265808,0.9642857313156128
30,0.9909090995788574,0.9034306406974792,1.0,1.0,0.8571428656578064,1.1823145151138306,1.0,1.0
31,0.9763636589050293,0.9318199753761292,0.9890909194946289,0.9945454597473145,0.8571428656578064,1.1933205127716064,0.8928571343421936,0.9642857313156128
32,0.9800000190734863,0.8888417482376099,0.9945454597473145,0.996363639831543,0.8928571343421936,1.048681378364563,0.9642857313156128,0.9642857313156128
33,0.9527272582054138,1.034509301185608,0.9890909194946289,0.9927272796630859,0.7857142686843872,1.4387598037719727,0.8571428656578064,0.9642857313156128
34,0.9800000190734863,1.008401870727539,0.9981818199157715,1.0,0.9642857313156128,1.0018597841262817,0.9642857313156128,0.9642857313156128
35,0.9872727394104004,0.9617739319801331,0.9909090995788574,0.9945454597473145,0.9642857313156128,0.9424803853034973,0.9642857313156128,1.0
36,0.9654545187950134,0.9988822937011719,0.9781818389892578,0.996363639831543,0.9642857313156128,0.9432936310768127,0.9642857313156128,1.0
37,0.9836363792419434,0.9220661520957947,0.996363639831543,0.9981818199157715,0.9642857313156128,0.9468412399291992,1.0,1.0
38,0.9945454597473145,0.8569585680961609,0.9981818199157715,1.0,0.9642857313156128,0.9232014417648315,0.9642857313156128,1.0
39,0.9618181586265564,0.8917162418365479,0.9981818199157715,0.9981818199157715,0.8214285969734192,1.291573166847229,0.9642857313156128,1.0
40,0.9490908980369568,1.0208796262741089,0.9872727394104004,0.996363639831543,0.9642857313156128,1.036144733428955,1.0,1.0
41,0.9890909194946289,0.982948899269104,0.9981818199157715,1.0,1.0,0.9060729742050171,1.0,1.0
42,0.9890909194946289,0.9293618202209473,0.9981818199157715,0.9981818199157715,0.9285714030265808,1.0709059238433838,1.0,1.0
43,0.9890909194946289,0.8961805105209351,0.9981818199157715,1.0,0.9285714030265808,1.0862830877304077,0.9642857313156128,1.0
44,0.9872727394104004,0.8826561570167542,1.0,1.0,0.9285714030265808,1.076211929321289,0.9642857313156128,0.9642857313156128
45,0.9490908980369568,0.9864948987960815,0.9909090995788574,0.9981818199157715,0.9285714030265808,1.1680126190185547,0.9285714030265808,1.0
46,0.914545476436615,1.1526497602462769,0.9690909385681152,0.9927272796630859,0.6785714030265808,1.8793431520462036,0.8928571343421936,0.9642857313156128
47,0.9745454788208008,1.0334887504577637,0.996363639831543,0.9981818199157715,0.8928571343421936,1.2006391286849976,1.0,1.0
48,0.9727272987365723,1.0347330570220947,0.9909090995788574,0.9945454597473145,0.9285714030265808,1.152837872505188,0.9285714030265808,1.0
49,0.9854545593261719,0.9662410020828247,0.996363639831543,0.9981818199157715,0.8928571343421936,1.2216265201568604,0.9642857313156128,1.0
50,0.9763636589050293,0.9670286774635315,0.9945454597473145,1.0,0.9285714030265808,1.0312824249267578,0.9642857313156128,1.0
51,0.9890909194946289,0.9021530151367188,1.0,1.0,0.9285714030265808,1.1031099557876587,0.9642857313156128,1.0
